"ZREGION";"ZREGION";"ZFUELTYP";"ZFUELTYP";"ZFUELCAT";"ZFUELCAT";"ZCOUNTRY";"ZCOUNTRY";"ZCONTI";"ZCONTI";"ZCALYEAR";"ZCALYEAR";"1ROWCOUNT0000000000000009";"ZCONSBCF00000000000000008";"ZCONSBCF00000000000000008";"ZCONSBCM00000000000000008";"ZCONSBCM00000000000000008";"ZCONSMT000000000000000007";"ZCONSMT000000000000000007";"ZCONSMTO00000000000000008";"ZCONSMTO00000000000000008";"ZCONSTBD00000000000000008";"ZCONSTBD00000000000000008";"ZCONSTW000000000000000007";"ZCONSTW000000000000000007"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1987";"01987";"1";"0";"MT";"0";"BCF";"894";"TBD";"0";"BCM";"45";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1988";"01988";"1";"0";"MT";"0";"BCF";"926";"TBD";"0";"BCM";"47";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1989";"01989";"1";"0";"MT";"0";"BCF";"886";"TBD";"0";"BCM";"45";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1990";"01990";"1";"0";"MT";"0";"BCF";"960";"TBD";"0";"BCM";"49";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1991";"01991";"1";"0";"MT";"0";"BCF";"677";"TBD";"0";"BCM";"34";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1992";"01992";"1";"0";"MT";"0";"BCF";"575";"TBD";"0";"BCM";"29";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1993";"01993";"1";"0";"MT";"0";"BCF";"506";"TBD";"0";"BCM";"25";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1994";"01994";"1";"0";"MT";"0";"BCF";"438";"TBD";"0";"BCM";"22";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1995";"01995";"1";"0";"MT";"0";"BCF";"430";"TBD";"0";"BCM";"22";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1996";"01996";"1";"0";"MT";"0";"BCF";"472";"TBD";"0";"BCM";"23";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1997";"01997";"1";"0";"MT";"0";"BCF";"484";"TBD";"0";"BCM";"24";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1998";"01998";"1";"0";"MT";"0";"BCF";"471";"TBD";"0";"BCM";"23";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"1999";"01999";"1";"0";"MT";"0";"BCF";"437";"TBD";"0";"BCM";"22";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2000";"02000";"1";"0";"MT";"0";"BCF";"433";"TBD";"0";"BCM";"21";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2001";"02001";"1";"0";"MT";"0";"BCF";"461";"TBD";"0";"BCM";"23";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2002";"02002";"1";"0";"MT";"0";"BCF";"483";"TBD";"0";"BCM";"24";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2003";"02003";"1";"0";"MT";"0";"BCF";"509";"TBD";"0";"BCM";"25";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2004";"02004";"1";"0";"MT";"0";"BCF";"526";"TBD";"0";"BCM";"26";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2005";"02005";"1";"0";"MT";"0";"BCF";"553";"TBD";"0";"BCM";"27";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2006";"02006";"1";"0";"MT";"0";"BCF";"562";"TBD";"0";"BCM";"28";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2007";"02007";"1";"0";"MT";"0";"BCF";"602";"TBD";"0";"BCM";"30";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2008";"02008";"1";"0";"MT";"0";"BCF";"608";"TBD";"0";"BCM";"30";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2009";"02009";"1";"0";"MT";"0";"BCF";"581";"TBD";"0";"BCM";"28";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EE/EU/Other Europe and Eurasia";"EE   EU   Other Europe and Eurasia";"EE";"EE";"2010";"02010";"1";"0";"MT";"0";"BCF";"578";"TBD";"0";"BCM";"28";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1965";"01965";"1";"0";"MT";"0";"BCF";"107";"TBD";"0";"BCM";"6";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1966";"01966";"1";"0";"MT";"0";"BCF";"119";"TBD";"0";"BCM";"6";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1967";"01967";"1";"0";"MT";"0";"BCF";"126";"TBD";"0";"BCM";"7";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1968";"01968";"1";"0";"MT";"0";"BCF";"145";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1969";"01969";"1";"0";"MT";"0";"BCF";"159";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1970";"01970";"1";"0";"MT";"0";"BCF";"176";"TBD";"0";"BCM";"9";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1971";"01971";"1";"0";"MT";"0";"BCF";"197";"TBD";"0";"BCM";"10";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1972";"01972";"1";"0";"MT";"0";"BCF";"213";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1973";"01973";"1";"0";"MT";"0";"BCF";"231";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1974";"01974";"1";"0";"MT";"0";"BCF";"208";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1975";"01975";"1";"0";"MT";"0";"BCF";"211";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1976";"01976";"1";"0";"MT";"0";"BCF";"227";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1977";"01977";"1";"0";"MT";"0";"BCF";"219";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1978";"01978";"1";"0";"MT";"0";"BCF";"237";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1979";"01979";"1";"0";"MT";"0";"BCF";"246";"TBD";"0";"BCM";"13";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1980";"01980";"1";"0";"MT";"0";"BCF";"240";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1981";"01981";"1";"0";"MT";"0";"BCF";"220";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1982";"01982";"1";"0";"MT";"0";"BCF";"209";"TBD";"0";"BCM";"10";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1983";"01983";"1";"0";"MT";"0";"BCF";"204";"TBD";"0";"BCM";"10";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1984";"01984";"1";"0";"MT";"0";"BCF";"199";"TBD";"0";"BCM";"10";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1985";"01985";"1";"0";"MT";"0";"BCF";"200";"TBD";"0";"BCM";"10";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1986";"01986";"1";"0";"MT";"0";"BCF";"210";"TBD";"0";"BCM";"10";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1987";"01987";"1";"0";"MT";"0";"BCF";"217";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1988";"01988";"1";"0";"MT";"0";"BCF";"216";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1989";"01989";"1";"0";"MT";"0";"BCF";"214";"TBD";"0";"BCM";"10";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1990";"01990";"1";"0";"MT";"0";"BCF";"222";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1991";"01991";"1";"0";"MT";"0";"BCF";"240";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1992";"01992";"1";"0";"MT";"0";"BCF";"234";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1993";"01993";"1";"0";"MT";"0";"BCF";"236";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1994";"01994";"1";"0";"MT";"0";"BCF";"234";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1995";"01995";"1";"0";"MT";"0";"BCF";"232";"TBD";"0";"BCM";"11";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1996";"01996";"1";"0";"MT";"0";"BCF";"239";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1997";"01997";"1";"0";"MT";"0";"BCF";"244";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1998";"01998";"1";"0";"MT";"0";"BCF";"253";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"1999";"01999";"1";"0";"MT";"0";"BCF";"249";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2000";"02000";"1";"0";"MT";"0";"BCF";"242";"TBD";"0";"BCM";"12";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2001";"02001";"1";"0";"MT";"0";"BCF";"263";"TBD";"0";"BCM";"13";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2002";"02002";"1";"0";"MT";"0";"BCF";"269";"TBD";"0";"BCM";"13";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2003";"02003";"1";"0";"MT";"0";"BCF";"291";"TBD";"0";"BCM";"14";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2004";"02004";"1";"0";"MT";"0";"BCF";"283";"TBD";"0";"BCM";"14";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2005";"02005";"1";"0";"MT";"0";"BCF";"292";"TBD";"0";"BCM";"14";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2006";"02006";"1";"0";"MT";"0";"BCF";"292";"TBD";"0";"BCM";"14";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2007";"02007";"1";"0";"MT";"0";"BCF";"275";"TBD";"0";"BCM";"13";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2008";"02008";"1";"0";"MT";"0";"BCF";"277";"TBD";"0";"BCM";"13";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2009";"02009";"1";"0";"MT";"0";"BCF";"267";"TBD";"0";"BCM";"13";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Austria";"EU   EU   Austria";"EU";"EU";"2010";"02010";"1";"0";"MT";"0";"BCF";"269";"TBD";"0";"BCM";"13";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1965";"01965";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1966";"01966";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1967";"01967";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1968";"01968";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1969";"01969";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1970";"01970";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1971";"01971";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1972";"01972";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1973";"01973";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1974";"01974";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1975";"01975";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1976";"01976";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1977";"01977";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1978";"01978";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1979";"01979";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1980";"01980";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1981";"01981";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1982";"01982";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1983";"01983";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1984";"01984";"1";"0";"MT";"0";"BCF";"0";"TBD";"0";"BCM";"0";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1985";"01985";"1";"0";"MT";"0";"BCF";"160";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1986";"01986";"1";"0";"MT";"0";"BCF";"168";"TBD";"0";"BCM";"9";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1987";"01987";"1";"0";"MT";"0";"BCF";"158";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1988";"01988";"1";"0";"MT";"0";"BCF";"162";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1989";"01989";"1";"0";"MT";"0";"BCF";"158";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1990";"01990";"1";"0";"MT";"0";"BCF";"166";"TBD";"0";"BCM";"9";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1991";"01991";"1";"0";"MT";"0";"BCF";"160";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1992";"01992";"1";"0";"MT";"0";"BCF";"156";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1993";"01993";"1";"0";"MT";"0";"BCF";"151";"TBD";"0";"BCM";"8";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1994";"01994";"1";"0";"MT";"0";"BCF";"140";"TBD";"0";"BCM";"7";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1995";"01995";"1";"0";"MT";"0";"BCF";"126";"TBD";"0";"BCM";"7";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1996";"01996";"1";"0";"MT";"0";"BCF";"112";"TBD";"0";"BCM";"6";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1997";"01997";"1";"0";"MT";"0";"BCF";"107";"TBD";"0";"BCM";"6";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1998";"01998";"1";"0";"MT";"0";"BCF";"112";"TBD";"0";"BCM";"6";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"1999";"01999";"1";"0";"MT";"0";"BCF";"107";"TBD";"0";"BCM";"6";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"2000";"02000";"1";"0";"MT";"0";"BCF";"120";"TBD";"0";"BCM";"6";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"2001";"02001";"1";"0";"MT";"0";"BCF";"79";"TBD";"0";"BCM";"4";"MTO";"0";"TWH"
"Europe";"EU";"OIL";"OIL";"Non Renewable";"NR";"EU/EU/Azerbaijan";"EU   EU   Azerbaijan";"EU";"EU";"2002";"02002";"1";"0";"MT";"0";"BCF";"73";"TBD";"0";"BCM";"4";"MTO";"0";"TWH"
